iter	MultiClass
232	0.01084041947
233	0.01076585214
234	0.01071013018
235	0.01064040181
236	0.01060163246
237	0.0105565963
238	0.01048798558
239	0.01044904259
240	0.01040545615
241	0.01037229982
242	0.01033710199
243	0.01029285178
244	0.01024888074
245	0.01020698447
246	0.01016958077
247	0.01012417264
248	0.01009312478
249	0.01006197366
250	0.01002161502
251	0.009981456283
252	0.009947427424
253	0.009903783198
254	0.009868015293
255	0.009832068868
256	0.009789285064
257	0.009759010231
258	0.009719955044
259	0.00969014706
260	0.009658107621
261	0.009624793375
262	0.009589409327
263	0.009560596288
264	0.009527471772
265	0.009494641664
266	0.009469714584
267	0.009433927735
268	0.009377176728
269	0.009345777215
270	0.00931459828
271	0.009274764845
272	0.009240557113
273	0.00919975989
274	0.00915889317
275	0.009129371231
276	0.009100051563
277	0.009067311783
278	0.00902872893
279	0.008993181342
280	0.008960103339
281	0.008932812623
282	0.008902173111
283	0.008874332231
284	0.008836834854
285	0.008807863593
286	0.008775359056
287	0.008744776772
288	0.008722645133
289	0.008695485361
290	0.008668963531
291	0.008634547587
292	0.008596381079
293	0.008564135085
294	0.008531051561
295	0.008505542069
296	0.008480194105
297	0.008453033992
298	0.008434143888
299	0.008400400179
300	0.008374822849
301	0.008329925049
302	0.008307656634
303	0.008284291975
304	0.008260290303
305	0.008238421136
306	0.008211252772
307	0.008184496003
308	0.008163037558
309	0.00814064449
310	0.008114357203
311	0.008087047826
312	0.008060382737
313	0.008035081879
314	0.008012032422
315	0.007989610202
316	0.007960910844
317	0.007940470293
318	0.007919161877
319	0.007893387108
320	0.007867364417
321	0.007846390579
322	0.007821984559
323	0.007782736687
324	0.007758732991
325	0.007732239183
326	0.00770856393
327	0.007690036646
328	0.007667732273
329	0.007645663799
330	0.00762252737
331	0.007602271004
332	0.007578694658
333	0.007557766486
334	0.007535171063
335	0.007516013736
336	0.007493622345
337	0.0074746822
338	0.007455221312
339	0.007436483854
340	0.007407588339
341	0.007389097486
342	0.007369586581
343	0.007350754128
344	0.007321137941
345	0.007304105103
346	0.007284123783
347	0.007262548655
348	0.007246715335
349	0.007225907586
350	0.007196971238
351	0.007174260323
352	0.007154858437
353	0.007137069537
354	0.007111765133
355	0.007091789056
356	0.007074318232
357	0.007054557035
358	0.007037351961
359	0.007017521873
360	0.007000421961
361	0.006982046853
362	0.006960308583
363	0.006944023702
364	0.006924478688
365	0.006907839542
366	0.006889347937
367	0.006867107033
368	0.006852210712
369	0.006833664134
370	0.006815224533
371	0.00679019213
372	0.006772015401
373	0.00674294951
374	0.00672859937
375	0.006707450559
376	0.006689721792
377	0.006673136552
378	0.006656747057
379	0.006632477647
380	0.006615130315
381	0.006596884958
382	0.006577706418
383	0.006560191781
384	0.006542251671
385	0.006525385194
386	0.006506386632
387	0.006494454464
388	0.006477843036
389	0.006460459509
390	0.006448247416
391	0.006429960927
392	0.006416099846
393	0.006402301104
394	0.006382724125
395	0.006368913224
396	0.006356162412
397	0.006331181744
398	0.006314461003
399	0.006304910375
400	0.006287413461
401	0.006275616101
402	0.006259299263
403	0.006243070105
404	0.006232795262
405	0.006219771224
406	0.006200900229
407	0.006183477594
408	0.006170248613
409	0.006156670812
410	0.006142509723
411	0.006129863155
412	0.006115079768
413	0.006101272709
414	0.006087860865
415	0.006076521563
416	0.006064154651
417	0.006051840183
418	0.006036450793
419	0.006024249233
420	0.006009043993
421	0.005996563605
422	0.005984525572
423	0.005964881068
424	0.005942297545
425	0.005927546016
426	0.005913346612
427	0.005898751313
428	0.005885071786
429	0.005873107421
430	0.005858844609
431	0.005847357381
432	0.005825663972
433	0.005806734973
434	0.005793118931
435	0.005779929016
436	0.005768392945
437	0.005757261649
438	0.005743601738
439	0.005730638399
440	0.005719952645
441	0.005707375153
442	0.005690333434
443	0.005677263139
444	0.005665669792
445	0.005653056713
446	0.005643114492
447	0.00563388761
448	0.00562210268
449	0.005609348138
450	0.005599974761
451	0.005591290184
452	0.005578676612
453	0.005570074225
454	0.005557888354
455	0.005545224979
456	0.005532822702
457	0.005520479798
458	0.005510952889
459	0.005502560466
460	0.005490679296
461	0.005477997554
462	0.005465231971
463	0.005452307923
464	0.00544302148
465	0.005429972623
466	0.005417647104
467	0.00540669388
468	0.005393105564
469	0.005381691222
470	0.005367261682
471	0.005358696408
472	0.005342624732
473	0.005324405719
474	0.005315584928
475	0.005304269794
476	0.005292456027
477	0.005279976157
478	0.005269047092
479	0.005255241872
480	0.005247219924
481	0.005236730339
482	0.005225981359
483	0.005215670176
484	0.005198786781
485	0.005190361784
486	0.005182415781
487	0.005172467695
488	0.005161246047
489	0.005150797764
490	0.005140488273
491	0.005131764394
492	0.005121687876
493	0.005112009203
494	0.005101762832
495	0.005091559245
496	0.005081127006
497	0.00507308871
498	0.005062733879
499	0.005052702004
500	0.005042191227
501	0.005026402867
502	0.00501798378
503	0.005010145587
504	0.005001486979
505	0.004991015659
506	0.004981255564
507	0.004972289526
508	0.004960767075
509	0.004951788034
510	0.004944160521
511	0.00493346369
512	0.004923098161
513	0.004915561196
514	0.004906094892
515	0.004898611752
516	0.004890336482
517	0.004882336299
518	0.004867197327
519	0.004857933712
520	0.004844772625
521	0.004835580483
522	0.004825331611
523	0.004817303771
524	0.004809303751
525	0.004800010998
526	0.004791949426
527	0.004782951586
528	0.004775301112
529	0.004767442744
530	0.004753317306
531	0.004745531566
532	0.004738539894
533	0.004728208101
534	0.004722074963
535	0.004699875776
536	0.004691240128
537	0.004681318374
538	0.004673683889
539	0.004664526043
540	0.004656004992
541	0.004648037912
542	0.004640922455
543	0.004632489624
544	0.00462465729
545	0.00461107487
546	0.004604479645
547	0.004594733915
548	0.004586061272
549	0.004579495045
550	0.004571794767
551	0.004563614716
552	0.004555465104
553	0.004548317314
554	0.004540780585
555	0.004532504158
556	0.004526138485
557	0.004517916517
558	0.004511946942
559	0.004503776964
560	0.004497493048
561	0.004489883213
562	0.004480890415
563	0.004474179189
564	0.004461227762
565	0.004454141552
566	0.004446948731
567	0.004439229342
568	0.004431141692
569	0.00442438217
570	0.004418450306
571	0.004410972331
572	0.004404963234
573	0.004398508142
574	0.004392055705
575	0.004384527414
576	0.00437755599
577	0.00436954799
578	0.004362550245
579	0.004354915383
580	0.00434857791
581	0.004342728186
582	0.004334494107
583	0.004328216838
584	0.004321145424
585	0.004315371626
586	0.004308087441
587	0.004300644039
588	0.004294281443
589	0.004287582925
590	0.004280211328
591	0.004272504467
592	0.004264684779
593	0.004257228953
594	0.004250411836
595	0.004244376823
596	0.004237574129
597	0.004230553542
598	0.004223557123
599	0.004217030399
600	0.0042110902
601	0.00420479232
602	0.00419788272
603	0.004191822421
604	0.004186394421
605	0.004179545585
606	0.004174150264
607	0.004168665649
608	0.004161703045
609	0.004155371658
610	0.004150040308
611	0.004142112855
612	0.004135630999
613	0.004129750742
614	0.004122586505
615	0.00411734143
616	0.0041109386
617	0.004103840057
618	0.004097092841
619	0.004090368549
620	0.004083514839
621	0.004076999799
622	0.00406945343
623	0.004063429289
624	0.004058336655
625	0.004049342108
626	0.004045001831
627	0.004040487071
628	0.004033013862
629	0.004026499105
630	0.004020006094
631	0.00401390079
632	0.00400760541
633	0.004001345845
634	0.003996409881
635	0.003990920952
636	0.00398298652
637	0.003977535991
638	0.003972254248
639	0.003965935553
640	0.003959496559
641	0.003954667167
642	0.003949850412
643	0.003945046239
644	0.003938965099
645	0.003931710805
646	0.003925671264
647	0.003920868346
648	0.003915278271
649	0.003909141136
650	0.003904127029
651	0.003898892822
652	0.003892320625
653	0.003882490413
654	0.003877008709
655	0.003871135766
656	0.003865716557
657	0.003860585742
658	0.003854619946
659	0.003849661413
660	0.003843425663
661	0.003837148824
662	0.003833481214
663	0.003827461494
664	0.003821754582
665	0.003817259541
666	0.003807804412
667	0.003802001964
668	0.003796372092
669	0.0037906054
670	0.003784856798
671	0.003779643458
672	0.003774480469
673	0.003769725212
674	0.003765352931
675	0.003760436021
676	0.003754779025
677	0.0037492898
678	0.003743375937
679	0.003737771122
680	0.003732183634
681	0.003726761635
682	0.003721339916
683	0.003715514585
684	0.003710905628
685	0.003706177366
686	0.003700831524
687	0.003695501922
688	0.003688282686
689	0.003684097947
690	0.003680531578
691	0.003675880977
692	0.003671725181
693	0.003666479208
694	0.003661231897
695	0.003652848248
696	0.003645668507
697	0.003641747563
698	0.003636445146
699	0.003631300683
700	0.003627245534
701	0.003621986066
702	0.003616742335
703	0.003611236276
704	0.003606164044
705	0.003601089899
706	0.003597102164
707	0.003591394953
708	0.003586240782
709	0.003582286742
710	0.003577880675
711	0.00357276561
712	0.003567665632
713	0.003563063886
714	0.003557992496
715	0.003553055196
716	0.003548720794
717	0.003544930622
718	0.003539911075
719	0.003535309793
720	0.003531136363
721	0.003526273389
722	0.003521424295
723	0.003516708476
724	0.003511902092
725	0.003508111757
726	0.00350278423
727	0.003498687041
728	0.003494926012
729	0.003487282254
730	0.003482318649
731	0.003478008649
732	0.003473179127
733	0.003468363432
734	0.003464233745
735	0.00346011425
736	0.003455712694
737	0.003450840314
738	0.003446198325
739	0.003440782236
740	0.003437811632
741	0.003432711432
742	0.003427747036
743	0.003423057407
744	0.003416748003
745	0.003411986041
746	0.003408541968
747	0.003404030627
748	0.003399827253
749	0.003395323693
750	0.003391784201
751	0.003386754235
752	0.003382285663
753	0.00337613107
754	0.003371039585
755	0.003366613566
756	0.003362199576
757	0.003357172755
758	0.003353088849
759	0.003348605875
760	0.003345291752
761	0.003342570454
762	0.003338734
763	0.003335313145
764	0.003330981364
765	0.003325098051
766	0.003321196489
767	0.003316436308
768	0.003311256167
769	0.003308059277
770	0.003304302697
771	0.003300050785
772	0.003294199655
773	0.003290269947
774	0.003285484969
775	0.003278477657
776	0.003273701117
777	0.003270121606
778	0.003266450788
779	0.00326316609
780	0.00325951135
781	0.003255374831
782	0.003251057166
783	0.003246600267
784	0.00324239924
785	0.003238306821
786	0.003234259425
787	0.003230091008
788	0.003225691944
789	0.003222166594
790	0.003218029587
791	0.003214570627
792	0.003210453302
793	0.003206255237
794	0.003202159733
795	0.003198640057
796	0.003194473601
797	0.003191370738
798	0.003187875278
799	0.003184325028
800	0.003180285745
801	0.003176065476
802	0.003172296308
803	0.003169211074
804	0.003164933173
805	0.003161170052
806	0.003155868127
807	0.003152450187
808	0.003148109146
809	0.003143673064
810	0.003139357364
811	0.003135792697
812	0.003131965602
813	0.003128494276
814	0.003125099191
815	0.003121748
816	0.003118246581
817	0.003114999178
818	0.003111758764
819	0.003107901905
820	0.003104552955
821	0.003101215739
822	0.003097385312
823	0.003093564621
824	0.003090105302
825	0.003086404858
826	0.003082962383
827	0.003079742703
828	0.003076574659
829	0.003072724466
830	0.003068965601
831	0.003064989588
832	0.003061334921
833	0.003057949808
834	0.003055086372
835	0.003051850817
836	0.00304791902
837	0.003044320152
838	0.003040631238
839	0.003037035051
840	0.003033870256
841	0.003027935754
842	0.003025128726
843	0.003022327241
844	0.00301877399
845	0.003015229373
846	0.003011611416
847	0.003008078936
848	0.003004478241
849	0.003001462714
850	0.002997800409
851	0.002995049742
852	0.002991972698
853	0.002988410697
854	0.00298500884
855	0.002981463382
856	0.002978006231
857	0.002974477823
858	0.002971482884
859	0.002968592684
860	0.002965569956
861	0.002962878933
862	0.002959479484
863	0.002955089836
864	0.002952092601
865	0.002949040883
866	0.002945658754
867	0.002942299314
868	0.002938941609
869	0.002935979037
870	0.002931709002
871	0.002928489662
872	0.002925195812
873	0.002921904615
874	0.002918976776
875	0.002916055008
876	0.002912461353
877	0.002908377252
878	0.002904539289
879	0.002900889232
880	0.002898078414
881	0.002894685117
882	0.0028919443
883	0.002889077051
884	0.002885686141
885	0.002882462376
886	0.002879246161
887	0.002875948955
888	0.002872659512
889	0.002869450624
890	0.002865049925
891	0.002861858189
892	0.002858601578
893	0.002855208767
894	0.00285241364
895	0.002849695799
896	0.002846466895
897	0.002843689137
898	0.002841217827
899	0.002837940076
900	0.002834534202
901	0.002831136891
902	0.002828248665
903	0.002825392316
904	0.002822078221
905	0.00281871126
906	0.002815356989
907	0.002812708537
908	0.002809563744
909	0.002806509697
910	0.002803808736
911	0.002800684083
912	0.002797994468
913	0.002794737947
914	0.002791716185
915	0.002789334629
916	0.002786242324
917	0.002783091625
918	0.002780302693
919	0.002777230899
920	0.002774389665
921	0.002771412287
922	0.002768164774
923	0.002765406201
924	0.002762783554
925	0.002759528882
926	0.002756011796
927	0.002753406922
928	0.002750460766
929	0.002747932418
930	0.002745156257
931	0.002740259093
932	0.002737341124
933	0.002733945947
934	0.002731448012
935	0.002728889795
936	0.002726615089
937	0.00272406617
938	0.002721522181
939	0.002718983108
940	0.00271612376
941	0.002713658886
942	0.002710869796
943	0.002708027679
944	0.002705513882
945	0.002702605555
946	0.002700374874
947	0.002697135159
948	0.002694067578
949	0.002691184213
950	0.002688972606
951	0.002686494212
952	0.002684290616
953	0.002681337277
954	0.002678766602
955	0.002676209886
956	0.002674023977
957	0.002671881876
958	0.002667242113
959	0.002665071054
960	0.00266264136
961	0.002660141934
962	0.00265741868
963	0.00265499859
964	0.00265219868
965	0.002649404834
966	0.002646880846
967	0.002644040346
968	0.00264190752
969	0.002639515636
970	0.0026367488
971	0.002633988733
972	0.002631872505
973	0.00262800942
974	0.002625623392
975	0.00262331965
976	0.002620895943
977	0.002618084877
978	0.002615720913
979	0.002613062332
980	0.002610351214
981	0.002607718101
982	0.002605338164
983	0.002603069838
984	0.002600173107
985	0.002597913822
986	0.002595291868
987	0.002592929671
988	0.002590514363
989	0.002587995523
990	0.002584969299
991	0.002582316698
992	0.002579627578
993	0.002576972771
994	0.002574336849
995	0.002572213818
996	0.002569556661
997	0.002566936278
998	0.002564321379
999	0.002562123566
